Loan_ID,loan_status,Principal,terms,effective_date,due_date,paid_off_time,past_due_days,age,education,Gender
xqd20160305,0,800,15,09/09/2016,9/23/2016,,76,24,3,1
xqd20160306,0,1000,15,09/10/2016,9/24/2016,,75,31,1,0
xqd20160307,0,800,15,09/10/2016,10/09/2016,,60,28,2,1
xqd20160308,0,1000,30,09/10/2016,10/09/2016,,60,40,1,1
xqd20160309,0,1000,30,09/10/2016,10/09/2016,,60,33,2,1
xqd20160310,0,800,15,09/10/2016,9/24/2016,,75,41,2,1
xqd20160311,0,1000,30,09/10/2016,10/09/2016,,60,30,2,1
xqd20160312,0,800,15,09/10/2016,9/24/2016,,75,26,1,0
xqd20160313,0,1000,30,09/10/2016,10/09/2016,,60,27,1,1
xqd20160314,0,1000,30,09/10/2016,10/09/2016,,60,20,1,1
xqd20160315,0,1000,30,09/10/2016,10/09/2016,,60,24,2,1
xqd20160316,0,1000,15,09/10/2016,10/09/2016,,60,26,1,1
xqd20160317,0,1000,30,09/10/2016,10/09/2016,,60,30,1,1
xqd20160318,0,1000,15,09/10/2016,9/24/2016,,75,29,1,1
xqd20160319,0,1000,30,09/10/2016,10/09/2016,,60,22,3,1
xqd20160320,0,1000,15,09/10/2016,9/24/2016,,75,24,3,1
xqd20160321,0,1000,30,09/10/2016,10/09/2016,,60,25,2,1
xqd20160322,0,1000,30,09/10/2016,10/09/2016,,60,28,1,1
xqd20160323,0,1000,30,09/10/2016,10/09/2016,,60,37,2,1
xqd20160324,0,800,15,09/10/2016,9/24/2016,,75,32,2,1
xqd20160325,0,1000,15,09/10/2016,9/24/2016,,75,34,2,1
xqd20160326,0,1000,30,09/11/2016,10/10/2016,,59,28,3,1
xqd20160327,0,800,15,09/11/2016,9/25/2016,,74,35,3,1
xqd20160328,0,1000,30,09/11/2016,11/09/2016,,29,27,2,1
xqd20160329,0,1000,30,09/11/2016,10/10/2016,,59,24,1,0
xqd20160330,0,1000,30,09/11/2016,10/10/2016,,59,44,3,1
xqd20160331,0,1000,15,09/11/2016,10/25/2016,,44,31,2,1
xqd20160332,0,800,15,09/11/2016,9/25/2016,,74,27,2,1
xqd20160333,0,1000,30,09/11/2016,10/10/2016,,59,21,1,1
xqd20160334,0,1000,30,09/11/2016,10/10/2016,,59,30,1,0
xqd20160335,0,1000,30,09/11/2016,10/10/2016,,59,38,2,0
xqd20160336,0,1000,30,09/11/2016,10/10/2016,,59,34,1,1
xqd20160337,0,1000,30,09/11/2016,10/10/2016,,59,31,2,1
xqd20160338,0,1000,30,09/11/2016,10/10/2016,,59,23,1,1
xqd20160339,0,1000,15,09/11/2016,9/25/2016,,74,27,2,0
xqd20160340,0,1000,15,09/11/2016,9/25/2016,,74,39,1,1
xqd20160341,0,1000,30,09/11/2016,10/10/2016,,59,30,1,0
xqd20160342,0,1000,30,09/11/2016,10/10/2016,,59,25,2,1
xqd20160343,0,1000,15,09/11/2016,9/25/2016,,74,50,4,1
xqd20160344,0,1000,30,09/11/2016,10/10/2016,,59,23,1,1
xqd20160345,0,800,15,09/11/2016,9/25/2016,,74,38,3,1
xqd20160346,0,1000,30,09/11/2016,10/10/2016,,59,27,1,1
xqd20160347,0,1000,30,09/11/2016,11/09/2016,,29,31,1,1
xqd20160348,0,800,15,09/11/2016,9/25/2016,,74,40,2,1
xqd20160349,0,1000,30,09/11/2016,10/10/2016,,59,32,1,1
xqd20160350,0,800,15,09/11/2016,9/25/2016,,74,29,2,1
xqd20160351,0,1000,30,09/11/2016,10/10/2016,,59,26,1,1
xqd20160352,0,1000,15,09/11/2016,9/25/2016,,74,25,2,1
xqd20160353,0,1000,30,09/11/2016,10/10/2016,,59,35,1,1
xqd20160354,0,1000,30,09/11/2016,10/10/2016,,59,41,1,1
xqd20160355,0,1000,30,09/11/2016,10/10/2016,,59,37,1,1
xqd20160356,0,1000,15,09/11/2016,10/10/2016,,59,34,2,1
xqd20160357,0,1000,30,09/11/2016,10/10/2016,,59,45,1,1
xqd20160358,0,1000,30,09/11/2016,10/10/2016,,59,26,3,1
xqd20160359,0,1000,30,09/11/2016,10/10/2016,,59,32,2,1
xqd20160360,0,1000,30,09/11/2016,10/10/2016,,59,28,1,1
xqd20160361,0,1000,30,09/11/2016,10/10/2016,,59,34,2,1
xqd20160362,0,800,15,09/11/2016,9/25/2016,,74,29,1,1
xqd20160363,0,1000,30,09/11/2016,10/10/2016,,59,26,1,1
xqd20160364,0,1000,15,09/11/2016,9/25/2016,,74,26,2,1
xqd20160365,0,800,15,09/11/2016,9/25/2016,,74,22,2,1
xqd20160366,0,1000,30,09/11/2016,10/10/2016,,59,27,1,0
xqd20160367,0,800,30,09/11/2016,10/10/2016,,59,33,1,1
xqd20160368,0,800,15,09/11/2016,9/25/2016,,74,28,3,1
xqd20160369,0,1000,30,09/11/2016,10/10/2016,,59,24,2,1
xqd20160370,0,1000,30,09/11/2016,10/10/2016,,59,37,1,1
xqd20160371,0,800,15,09/11/2016,9/25/2016,,74,36,1,1
xqd20160372,0,1000,30,09/11/2016,10/10/2016,,59,18,2,1
xqd20160373,0,800,15,09/11/2016,9/25/2016,,74,25,1,1
xqd20160374,0,1000,15,09/11/2016,9/25/2016,,74,40,1,1
xqd20182575,0,1000,30,09/11/2016,10/10/2016,,59,29,2,1
xqd20160376,0,800,15,09/11/2016,9/25/2016,,74,26,1,0
xqd20151038,0,1000,15,09/11/2016,9/25/2016,,74,30,2,1
xqd20160378,0,1000,30,09/11/2016,10/10/2016,,59,33,2,1
xqd20197340,0,1000,30,09/11/2016,10/10/2016,,59,30,2,1
xqd20160380,0,1000,30,09/11/2016,10/10/2016,,59,32,2,1
xqd20160381,0,1000,30,09/11/2016,10/10/2016,,59,25,1,1
xqd20160382,0,800,15,09/11/2016,9/25/2016,,74,35,1,1
xqd20175721,0,1000,15,09/11/2016,9/25/2016,,74,30,3,1
xqd20160384,0,1000,30,09/11/2016,10/10/2016,,59,26,1,1
xqd20160385,0,1000,30,09/11/2016,10/10/2016,,59,29,1,1
xqd20160386,0,1000,30,09/11/2016,11/09/2016,,29,26,1,1
xqd20160387,0,800,15,09/11/2016,9/25/2016,,74,46,1,1
xqd20160388,0,1000,30,09/11/2016,10/10/2016,,59,36,1,1
xqd20160389,0,1000,15,09/11/2016,9/25/2016,,74,38,3,1
xqd20160390,0,1000,15,09/11/2016,10/25/2016,,44,32,1,1
xqd20160391,0,1000,15,09/11/2016,9/25/2016,,74,30,2,1
xqd20125284,0,800,15,09/11/2016,9/25/2016,,74,35,1,1
xqd20160393,0,1000,30,09/11/2016,10/10/2016,,59,29,2,0
xqd20160394,0,1000,30,09/11/2016,11/09/2016,,29,26,2,1
xqd20160395,0,800,15,09/11/2016,9/25/2016,,74,32,1,1
xqd20160396,0,1000,30,09/11/2016,10/10/2016,,59,25,1,1
xqd20160397,0,1000,30,09/12/2016,10/11/2016,,58,33,1,1
xqd20160398,0,800,15,09/12/2016,9/26/2016,,73,39,2,1
xqd20160399,0,1000,30,09/12/2016,11/10/2016,,28,28,2,1
xqd20160400,0,1000,30,09/12/2016,10/11/2016,,58,26,2,1
xqd20160401,2,1000,30,09/09/2016,10/08/2016,10/10/2016 11:45,2,26,2,1
xqd20160402,2,1000,15,09/09/2016,9/23/2016,9/27/2016 17:00,4,28,2,1
xqd20320403,2,1000,30,09/09/2016,11/07/2016,11/20/2016 14:10,13,39,2,1
xqd20160404,2,1000,15,09/09/2016,9/23/2016,9/28/2016 15:38,5,29,3,1
xqd20190405,2,800,15,09/09/2016,9/23/2016,9/26/2016 17:22,3,33,1,1
xqd20160406,2,1000,30,09/10/2016,10/09/2016,10/21/2016 14:00,12,27,2,1
xqd20160407,2,800,15,09/10/2016,9/24/2016,9/26/2016 11:03,2,34,2,1
xqd20160408,2,1000,30,09/10/2016,10/09/2016,11/05/2016 15:39,27,26,1,1
xqd20110409,2,1000,30,09/10/2016,10/09/2016,11/22/2016 15:53,44,28,1,1
xqd20160410,2,1000,15,09/10/2016,9/24/2016,9/29/2016 10:30,5,32,3,1
xqd20160411,2,800,15,09/10/2016,10/09/2016,10/10/2016 15:18,1,27,2,0
xqd20160412,2,1000,30,09/10/2016,10/09/2016,11/05/2016 10:49,27,21,2,1
xqd20160413,2,800,15,09/11/2016,9/25/2016,9/27/2016 17:10,2,39,2,1
xqd20169083,2,1000,15,09/11/2016,9/25/2016,9/26/2016 11:35,1,38,2,1
xqd20160415,2,1000,30,09/11/2016,10/10/2016,10/12/2016 9:59,2,36,1,0
xqd20160416,2,800,15,09/11/2016,9/25/2016,9/27/2016 17:14,2,33,2,1
xqd20160417,2,1000,30,09/11/2016,10/10/2016,10/11/2016 12:45,1,21,2,0
xqd20160418,2,800,15,09/11/2016,9/25/2016,9/28/2016 11:38,3,25,1,1
xqd20160419,2,800,15,09/11/2016,9/25/2016,10/07/2016 13:21,12,29,2,1
xqd20160420,2,1000,30,09/11/2016,10/10/2016,11/04/2016 15:37,25,33,1,1
xqd20160421,2,1000,15,09/11/2016,9/25/2016,9/28/2016 17:39,3,47,1,0
xqd20160422,2,1000,30,09/11/2016,10/10/2016,10/12/2016 9:52,2,33,2,1
xqd20160423,2,800,15,09/11/2016,9/25/2016,9/29/2016 15:12,4,23,1,1
xqd20160424,2,1000,15,09/11/2016,10/10/2016,10/12/2016 11:17,2,24,2,1
xqd20880425,2,1000,30,09/11/2016,11/09/2016,11/10/2016 22:58,1,27,1,1
xqd20160426,2,1000,30,09/11/2016,10/10/2016,11/03/2016 15:23,24,32,3,1
xqd20160427,2,1000,30,09/11/2016,10/10/2016,10/11/2016 16:44,1,33,2,1
xqd20160428,2,1000,30,09/11/2016,10/10/2016,10/11/2016 11:02,2,27,2,0
xqd20160429,2,1000,30,09/11/2016,10/10/2016,10/12/2016 13:17,2,35,1,1
xqd20160430,2,500,15,09/11/2016,10/10/2016,10/11/2016 17:22,1,37,3,1
xqd20160431,2,800,15,09/11/2016,9/25/2016,9/28/2016 14:02,3,28,3,1
xqd20160432,2,1000,15,09/11/2016,9/25/2016,9/29/2016 13:42,4,33,2,1
xqd20160433,2,800,7,09/11/2016,9/17/2016,9/19/2016 15:00,2,34,3,0
xqd20160434,2,1000,30,09/11/2016,10/10/2016,10/12/2016 14:32,2,29,2,1
xqd20160435,2,1000,30,09/11/2016,10/10/2016,10/11/2016 11:33,1,34,3,1
xqd20160436,2,1000,30,09/11/2016,10/10/2016,10/11/2016 16:27,1,29,3,1
xqd20790437,2,1000,30,09/11/2016,10/10/2016,11/15/2016 15:27,36,24,1,1
xqd20160438,2,1000,30,09/11/2016,10/10/2016,10/11/2016 16:13,1,34,1,1
xqd20160439,2,1000,30,09/11/2016,10/10/2016,10/17/2016 10:06,7,25,2,0
xqd20160440,2,1000,30,09/11/2016,11/09/2016,11/14/2016 13:15,5,24,2,1
xqd20160441,2,1000,30,09/11/2016,10/10/2016,10/24/2016 16:20,14,30,2,1
xqd20160442,2,1000,15,09/11/2016,9/25/2016,9/27/2016 16:35,2,28,2,1
xqd20160443,2,1000,30,09/11/2016,10/10/2016,10/11/2016 11:48,1,24,1,1
xqd20160444,2,1000,30,09/11/2016,10/10/2016,11/07/2016 19:21,28,26,2,0
xqd20160445,2,1000,30,09/11/2016,10/10/2016,10/12/2016 16:22,2,24,1,1
xqd20160446,2,1000,15,09/11/2016,9/25/2016,9/27/2016 17:24,2,29,2,1
xqd20420447,2,1000,30,09/11/2016,10/10/2016,11/04/2016 11:07,25,31,2,1
xqd20160448,2,1000,30,09/11/2016,10/10/2016,11/02/2016 9:39,23,26,2,1
xqd20160449,2,1000,30,09/11/2016,10/10/2016,10/13/2016 18:18,3,25,1,1
xqd20160450,2,1000,30,09/11/2016,10/10/2016,10/11/2016 11:29,1,29,2,1
xqd20160451,2,1000,30,09/11/2016,10/10/2016,10/13/2016 16:27,3,38,2,1
xqd20160452,2,800,15,09/11/2016,9/25/2016,9/29/2016 11:19,4,41,2,1
xqd20390453,2,1000,15,09/11/2016,9/25/2016,9/28/2016 11:17,3,26,1,1
xqd20160454,2,1000,30,09/12/2016,10/11/2016,10/14/2016 11:04,3,26,1,1
xqd20160455,2,1000,30,09/12/2016,10/11/2016,10/17/2016 17:40,6,35,1,1
xqd20160456,2,1000,15,09/12/2016,9/26/2016,9/28/2016 9:42,2,37,2,1
xqd20160457,2,1000,30,09/12/2016,10/11/2016,11/18/2016 15:52,38,25,2,1
xqd20160458,2,1000,30,09/12/2016,10/11/2016,10/30/2016 14:19,19,24,2,1
xqd20160459,2,1000,30,09/12/2016,10/11/2016,10/13/2016 15:10,2,34,2,1
xqd20160460,2,800,15,09/12/2016,9/26/2016,9/28/2016 13:36,2,33,2,1
xqd20490461,2,800,15,09/12/2016,9/26/2016,9/28/2016 15:34,2,38,3,1
xqd20160462,2,1000,30,09/12/2016,11/10/2016,11/17/2016 11:55,7,38,1,1
xqd20160463,2,1000,30,09/12/2016,11/10/2016,11/15/2016 18:51,5,26,2,1
xqd20870464,2,1000,15,09/12/2016,9/26/2016,9/30/2016 10:23,4,37,3,1
xqd20160465,2,1000,30,09/12/2016,11/10/2016,11/11/2016 17:17,1,42,1,0
xqd20169466,2,1000,30,09/12/2016,10/11/2016,10/12/2016 12:54,1,49,1,0
xqd20160467,2,1000,30,09/12/2016,10/11/2016,10/15/2016 9:48,4,26,1,1
xqd20160468,2,1000,15,09/12/2016,10/26/2016,10/27/2016 11:14,1,41,1,1
xqd20160469,2,1000,30,09/12/2016,10/11/2016,10/15/2016 14:14,4,38,1,1
xqd25660470,2,1000,30,09/12/2016,10/11/2016,12/02/2016 9:45,52,26,1,1
xqd20160471,2,1000,15,09/12/2016,9/26/2016,9/28/2016 15:02,2,32,1,1
xqd20160472,2,1000,30,09/12/2016,10/11/2016,11/04/2016 14:46,24,27,3,1
xqd20160473,2,800,15,09/12/2016,9/26/2016,11/16/2016 12:12,51,33,2,1
xqd20160474,2,1000,30,09/12/2016,10/11/2016,10/14/2016 19:02,3,30,1,1
xqd20160475,2,800,15,09/12/2016,9/26/2016,9/28/2016 11:34,2,26,1,0
xqd20160476,2,1000,30,09/12/2016,10/11/2016,11/09/2016 18:12,29,35,2,0
xqd20160477,2,800,15,09/12/2016,10/26/2016,10/31/2016 13:07,5,46,2,0
xqd20160478,2,1000,30,09/12/2016,10/11/2016,10/20/2016 17:38,9,27,2,1
xqd20160479,2,1000,15,09/12/2016,10/11/2016,11/07/2016 8:55,27,22,1,1
xqd20160480,2,1000,30,09/12/2016,10/11/2016,10/12/2016 18:26,1,27,3,1
xqd20160481,2,1000,15,09/12/2016,9/26/2016,10/25/2016 13:44,29,30,3,1
xqd20160482,2,1000,15,09/12/2016,9/26/2016,9/29/2016 15:07,3,27,1,1
xqd20160483,2,800,15,09/12/2016,9/26/2016,9/27/2016 11:40,1,47,2,1
xqd20160484,2,1000,30,09/12/2016,10/11/2016,10/18/2016 19:08,7,30,2,1
xqd20160485,2,1000,30,09/12/2016,10/11/2016,10/15/2016 9:23,4,26,2,1
xqd20160486,2,1000,30,09/12/2016,10/11/2016,10/14/2016 10:07,3,38,1,1
xqd20160487,2,800,15,09/12/2016,9/26/2016,11/21/2016 11:36,56,46,1,1
xqd20160488,2,1000,30,09/12/2016,10/11/2016,10/13/2016 12:02,2,35,3,1
xqd20160489,2,1000,15,09/12/2016,9/26/2016,10/09/2016 19:30,13,45,2,1
xqd20160490,2,1000,30,09/12/2016,10/11/2016,10/12/2016 18:04,1,36,2,1
xqd20160491,2,1000,30,09/12/2016,10/11/2016,10/17/2016 10:53,6,38,1,1
xqd20160492,2,1000,30,09/12/2016,10/11/2016,11/09/2016 13:41,29,27,2,1
xqd20160493,2,1000,30,09/12/2016,10/11/2016,10/25/2016 17:44,14,27,3,1
xqd20160494,2,1000,15,09/12/2016,9/26/2016,9/29/2016 12:45,3,29,2,1
xqd20160495,2,1000,30,09/12/2016,10/11/2016,10/13/2016 14:45,2,30,1,1
xqd20160496,2,1000,30,09/12/2016,10/11/2016,10/14/2016 19:08,3,28,1,1
xqd20160497,2,1000,15,09/12/2016,9/26/2016,10/10/2016 20:02,14,26,1,1
xqd20160498,2,800,15,09/12/2016,9/26/2016,9/29/2016 11:49,3,30,2,1
xqd20160499,2,1000,30,09/12/2016,11/10/2016,11/11/2016 22:40,1,38,2,0
xqd20160500,2,1000,30,09/12/2016,10/11/2016,10/19/2016 11:58,8,28,1,1
